"STATION","NAME","DATE","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-06-11",,,,,"64","29","35"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-06-12",,,,,"66","34","50"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-06-13",,,,,"65","29","38"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-06-14",,,,,"57","38","42"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-06-15",,,,,"59","36","43"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-06-16",,,,,"60","32","38"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-06-17",,,,,"65","32","44"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-06-18",,,,,"68","33","41"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-06-19",,,,,"62","35","52"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-06-20",,,,,"76","37","49"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-06-21",,,,,"80","40","47"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-06-22",,,,,"84","42","57"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-06-23",,,,,"80","35","41"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-06-24",,,,,"78","40","45"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-06-25",,,,,"76","33","43"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-06-26",,,,,"77","31","43"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-06-27",,,,,"76","43","63"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-06-28",,,,,"75","35","49"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-06-29",,,,,"80","37","48"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-06-30",,,,,"80","39","51"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-07-01",,,,,"81","44","66"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-07-02",,,,,"78","48","53"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-07-03",,,,,"68","33","42"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-07-04",,,,,"72","40","58"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-07-05",,,,,"71","32","41"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-07-06",,,,,"77","36","46"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-07-07",,,,,"76","39","43"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-07-08",,,,,"79","39","48"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-07-09",,,,,"80","44","58"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-07-10",,,,,"80","44","56"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-07-11",,,,,"85","57","64"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-07-12",,,,,"84","56","63"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-07-13",,,,,"88","51","59"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-07-14",,,,,"89","50","58"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-07-15",,,,,"84","46","53"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-07-16",,,,,"84","54","61"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-07-17",,,,,"85","50","58"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-07-18",,,,,"86","49","58"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-07-20",,,,,"86","47","54"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-07-21",,,,,"88","43","47"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-07-22",,,,,"90","43","52"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-07-23",,,,,"84","39","46"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-07-24",,,,,"80","45","61"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-07-25",,,,,"73","35","56"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-07-26",,,,,"73","35","49"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-07-27",,,,,"79","39","47"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-07-28",,,,,"81","46","49"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-07-29",,,,,"85","45","53"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-07-30",,,,,"87","42","45"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-07-31",,,,,"84","37","48"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-08-01",,,,,"82","42","50"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-08-02",,,,,"84","43","51"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-08-03",,,,,"87","48","51"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-08-04",,,,,"88","45","50"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-08-05",,,,,"91","44","52"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-08-06",,,,,"90","47","54"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-08-07",,,,,"88","47","55"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-08-08",,,,,"85","45","54"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-08-09",,,,,"80","44","49"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-08-10",,,,,"80","47","53"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-08-11",,,,,"88","47","53"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-08-12",,,,,"89","47","53"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-08-13",,,,,"88","46","52"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-08-14",,,,,"90","47","53"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-08-15",,,,,"87","45","51"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-08-16",,,,,"82","35","50"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-08-17",,,,,"78","43","58"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-08-18",,,,,"75","44","56"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-08-19",,,,,"68","35","42"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-08-20",,,,,"65","36","38"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-08-21",,,,,"66","36","42"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-08-22",,,,,"72","40","45"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-08-23",,,,,"78","40","48"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-08-24",,,,,"81","39","55"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-08-25",,,,,"74","39","48"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-08-26",,,,,"68","40","41"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-08-27",,,,,"71","36","40"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-08-28",,,,,"78","36","41"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-08-29",,,,,"85","41","48"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-08-30",,,,,"82","48","54"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-08-31",,,,,"77","40","41"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-09-01",,,,,"80","40","44"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-09-02",,,,,"83","34","37"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-09-03",,,,,"84","34","39"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-09-04",,,,,"79","36","38"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-09-05",,,,,"83","36","41"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-09-06",,,,,"83","42","44"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-09-07",,,,,"82","42","46"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-09-08",,,,,"82","41","43"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-09-09",,,,,"86","39","41"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-09-10",,,,,"86","40","43"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-09-11",,,,,"88","39","43"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-09-12",,,,,"88","41","48"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-09-13",,,,,"85","36","40"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-09-14",,,,,"88","42","62"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-09-15",,,,,"77","46","56"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-09-16",,,,,"75","31","33"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-09-17",,,,,"76","38","44"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-09-18",,,,,"72","39","40"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-09-19",,,,,"73","40","40"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-09-20",,,,,"73","33","36"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-09-21",,,,,"74","34","40"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-09-22",,,,,"76","40","43"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-09-23",,,,,"75","38","40"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-09-24",,,,,"70","35","36"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-09-25",,,,,"61","36","42"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-09-26",,,,,"66","41","45"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-09-27",,,,,"64","39","40"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-09-28",,,,,"64","36","37"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-09-29",,,,,"72","37","39"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-09-30",,,,,"74","37","38"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-10-01",,,,,"78","35","36"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-10-02",,,,,"81","36","38"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-10-03",,,,,"75","33","36"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-10-04",,,,,"74","34","38"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-10-05",,,,,"80","36","58"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-10-06",,,,,"74","38","40"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-10-07",,,,,"65","34","43"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-10-08",,,,,"58","21","23"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-10-09",,,,,"62","24","27"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-10-10",,,,,"72","27","29"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-10-11",,,,,"75","28","31"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-10-12",,,,,"69","23","27"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-10-13",,,,,"75","26","43"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-10-14",,,,,"76","30","32"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-10-15",,,,,"79","32","35"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-10-16",,,,,"75","35","42"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-10-17",,,,,"70","26","29"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-10-18",,,,,"73","46","54"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-10-19",,,,,"57","35","36"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-10-20",,,,,"52","23","24"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-10-21",,,,,"57","22","30"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-10-22",,,,,"71","34","35"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-10-23",,,,,"68","28","30"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-10-24",,,,,"69","31","33"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-10-25",,,,,"74","29","31"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-10-26",,,,,"75","29","33"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-10-27",,,,,"71","26","27"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-10-28",,,,,"75","27","52"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-10-29",,,,,"71","48","52"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-10-30",,,,,"67","25","30"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-11-01",,,,,"47","31","34"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-11-02",,,,,"43","27","31"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-11-03",,,,,"37","17","20"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-11-04",,,,,"53","17","23"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-11-05",,,,,"62","36","41"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-11-06",,,,,"53","25","26"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-11-07",,,,,"35","19","20"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-11-08",,,,,"49","20","28"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-11-09",,,,,"59","17","21"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-11-10",,,,,"60","15","22"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-11-11",,,,,"60","13","20"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-11-12",,,,,"59","20","24"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-11-13",,,,,"61","22","35"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-11-14",,,,,"64","36","47"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-11-15",,,,,"54","30","36"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-11-16",,,,,"51","20","25"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-11-17",,,,,"57","25","30"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-11-18",,,,,"57","25","31"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-11-19",,,,,"52","24","30"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-11-20",,,,,"40","10","13"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-11-21",,,,,"39","13","21"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-11-22",,,,,"46","17","22"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-11-23",,,,,"53","17","19"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-11-24",,,,,"57","17","20"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-11-25",,,,,"63","50","19"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-11-26",,,,,"57","14","16"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-11-27",,,,,"31","4","7"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-11-28",,,,,"43","10","12"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-11-29",,,,,"45","11","21"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-11-30",,,,,"55","20","28"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-12-01",,,,,"51","16","17"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-12-02",,,,,"51","14","16"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-12-03",,,,,"48","15","20"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-12-04",,,,,"50","15","31"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-12-05",,,,,"57","26","28"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-12-06",,,,,"51","19","20"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-12-07",,,,,"50","17","19"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-12-08",,,,,"52","16","18"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-12-09",,,,,"53","17","20"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-12-10",,,,,"63","19","51"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-12-11",,,,,"59","36","37"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-12-12",,,,,"38","22","24"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-12-13",,,,,"49","22","32"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-12-14",,,,,"36","12","13"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-12-15",,,,,"42","13","28"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-12-16",,,,,"33","8","15"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-12-17",,,,,"33","8","13"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-12-18",,,,,"45","13","35"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-12-19",,,,,"43","22","22"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-12-20",,,,,"22","10","11"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-12-21",,,,,"17","-16","-1"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-12-22",,,,,"17","-17","-14"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-12-23",,,,,"25","-14","-8"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-12-24",,,,,"29","-11","-8"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-12-25",,,,,"36","-11","5"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-12-26",,,,,"38","3","4"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-12-27",,,,,"37","-1","3"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-12-28",,,,,"45","3","33"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-12-29",,,,,"44","2","8"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-12-30",,,,,"28","-4","1"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1990-12-31",,,,,"42","3","7"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1991-01-01",,,,,"45","4","7"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1991-01-02",,,,,"45","6","11"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1991-01-03",,,,,"45","25","26"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1991-01-04",,,,,"41","27","29"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1991-01-05",,,,,"49","14","15"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1991-01-06",,,,,"46","11","15"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1991-01-07",,,,,"48","36","38"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1991-01-08",,,,,"39","16","18"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1991-01-09",,,,,"40","17","26"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1991-01-10",,,,,"42","18","28"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1991-01-11",,,,,"46","22","29"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1991-01-12",,,,,"49","28","41"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1991-01-13",,,,,"52","26","38"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1991-01-14",,,,,"53","23","30"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1991-01-15",,,,,"55","28","32"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1991-01-16",,,,,"45","30","32"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1991-01-17",,,,,"52","19","20"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1991-01-19",,,,,"55","19","24"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1991-01-20",,,,,"49","19","28"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1991-01-21",,,,,"36","14","16"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1991-01-22",,,,,"37","12","13"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1991-01-23",,,,,"47","13","16"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1991-01-24",,,,,"47","12","14"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1991-01-25",,,,,"48","12","14"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1991-01-26",,,,,"47","11","17"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1991-01-27",,,,,"49","13","13"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1991-01-28",,,,,"46","11","12"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1991-01-29",,,,,"48","9","12"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1991-01-30",,,,,"46","10","12"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1991-01-31",,,,,"57","11","17"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1991-02-01",,,,,"52","18","21"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1991-02-02",,,,,"60","20","46"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1991-02-03",,,,,"46","32","34"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1991-02-04",,,,,"48","23","26"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1991-02-05",,,,,"56","25","35"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1991-02-06",,,,,"45","25","27"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1991-02-07",,,,,"48","21","22"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1991-02-08",,,,,"48","21","24"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1991-02-09",,,,,"48","21","22"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1991-02-10",,,,,"54","21","23"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1991-02-11",,,,,"50","22","25"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1991-02-12",,,,,"55","21","26"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1991-02-13",,,,,"55","26","29"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1991-02-14",,,,,"54","24","26"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1991-02-15",,,,,"61","26","32"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1991-02-16",,,,,"55","31","38"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1991-02-17",,,,,"50","31","34"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1991-02-18",,,,,"43","18","20"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1991-02-19",,,,,"47","19","23"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1991-02-20",,,,,"58","18","20"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1991-02-21",,,,,"57","23","25"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1991-02-22",,,,,"56","22","24"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1991-02-23",,,,,"53","21","23"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1991-02-24",,,,,"54","17","21"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1991-02-25",,,,,"49","17","19"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1991-02-26",,,,,"54","18","21"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1991-02-27",,,,,"54","20","28"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1991-02-28",,,,,"48","28","34"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1991-03-01",,,,,"44","31","32"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1991-03-02",,,,,"36","29","32"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1991-03-03",,,,,"40","31","37"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1991-03-04",,,,,"45","35","45"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1991-03-05",,,,,"46","28","28"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1991-03-06",,,,,"32","16","20"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1991-03-07",,,,,"38","19","23"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1991-03-08",,,,,"43","18","22"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1991-03-09",,,,,"47","21","34"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1991-03-10",,,,,"49","31","35"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1991-03-11",,,,,"40","18","20"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1991-03-12",,,,,"34","19","29"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1991-03-13",,,,,"37","28","28"
